,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
5028,4833,8436210000,-- Couveuses et éleveuses,5,1,,18,,,,,,"0,8","0,2","0,5"
5029,4834,8436290000,"-- Machines et appareils pour l'aviculture autres que couveuses et
éleveuses",5,1,,18,,,,,,"0,8","0,2","0,5"
5030,4835,8436800000,"- Autres machines et appareils pour l'agriculture, l'horticulture, la
sylviculture, l'apiculture, y compris les germoirs ..., du n° 84.36",5,1,,18,,,,,,"0,8","0,2","0,5"
5031,4836,8436910000,-- Parties de machines ou appareils d'aviculture,5,1,,18,,,,,,"0,8","0,2","0,5"
5032,4837,8436990000,"-- Parties de machines ou appareils du n° 84.36 autres que les parties de
machines ou appareils d'aviculture",5,1,,18,,,,,,"0,8","0,2","0,5"
5033,4838,8437100000,"- Machines pour le nettoyage, le triage ou le criblage des grains ou des
légumes secs",5,1,,18,,,,,,"0,8","0,2","0,5"
5034,4839,8437800000,"- Machines et appareils pour la minoterie ou le traitement des céreales ou
légumes secs autres que les machines et appareils du type fermier",5,1,,18,,,,,,"0,8","0,2","0,5"
5035,4840,8437900000,- Parties des machines et appareils du n° 84.37,5,1,,18,,,,,,"0,8","0,2","0,5"
5036,4841,8438100000,"- Machines et appareils pour la boulangerie, la pâtisserie, la biscuiterie ou
pour la fabrication des pâtes alimentaires",5,1,,18,,,,,,"0,8","0,2","0,5"
5037,4842,8438200000,"- Machines et appareils pour la confiserie ou pour la fabrication du cacao ou
du chocolat",5,1,,18,,,,,,"0,8","0,2","0,5"
5038,4843,8438300000,- Machines et appareils pour la sucrerie,5,1,,18,,,,,,"0,8","0,2","0,5"
5039,4844,8438400000,- Machines et appareils pour la brasserie,5,1,,18,,,,,,"0,8","0,2","0,5"
5040,4845,8438500000,- Machines et appareils pour le travail des viandes,5,1,,18,,,,,,"0,8","0,2","0,5"
5041,4846,8438600000,- Machines et appareils pour la préparation des fruits ou des légumes,5,1,,18,,,,,,"0,8","0,2","0,5"
5042,4847,8438800000,"- Machines et appareils, NDCA, pour la préparation ou la fabrication
industrielle d'aliments ou de boissons, du n°84.38",5,1,,18,,,,,,"0,8","0,2","0,5"
5043,4848,8438900000,- Parties de machines et appareils du n° 84.38,5,1,,18,,,,,,"0,8","0,2","0,5"
5044,4849,8439100000,"- Machines et appareils pour la fabrication de la pâte de matières fibreuses
cellulosiques",5,1,,18,,,,,,"0,8","0,2","0,5"
5045,4850,8439200000,- Machines et appareils pour la fabrication du papier ou du carton,5,1,,18,,,,,,"0,8","0,2","0,5"
5046,4851,8439300000,- Machines et appareils pour le finissage du papier ou du carton,5,1,,18,,,,,,"0,8","0,2","0,5"
5047,4852,8439910000,"-- Parties de machines ou appareils pour la fabrication de la pâte de
matières fibreuses cellulosiques",5,1,,18,,,,,,"0,8","0,2","0,5"
5048,4853,8439990000,"-- Parties de machines ou appareils pour la fabrication ou le finissage du
papier ou du carton",5,1,,18,,,,,,"0,8","0,2","0,5"
5049,4854,8440100000,"- Machines et appareils pour le brochage ou la réliure, y compris les
machines à coudre les feuillets",5,1,,18,,,,,,"0,8","0,2","0,5"
5050,4855,8440900000,"- Parties de machines ou appareils pour le brochage ou la réliure, y compris
les machines à coudre les feuillets",5,1,,18,,,,,,"0,8","0,2","0,5"
5051,4856,8441100000,- Coupeuses,5,1,,18,,,,,,"0,8","0,2","0,5"
5052,4857,8441200000,"- Machines pour la fabrication de sacs, sachets ou enveloppes en pâte à
papier, papier ou carton",5,1,,18,,,,,,"0,8","0,2","0,5"
5053,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
5054,4858,8441300000,"- Machines pour la fabrication de boîtes, caisses...ou contenants similaires
en pâte à papier, papier ou carton, autrement que par moulage",5,1,,18,,,,,,"0,8","0,2","0,5"
5055,4859,8441400000,"- Machines à mouler les articles en pâte à papier, papier ou carton",5,1,,18,,,,,,"0,8","0,2","0,5"
5056,4860,8441800000,"- Autres machines et appareils pour le travail de la pâte à papier, du papier
ou du carton, du n° 84.41",5,1,,18,,,,,,"0,8","0,2","0,5"
5057,4861,8441900000,- Parties de machines et appareils du n° 84.41,5,1,,18,,,,,,"0,8","0,2","0,5"
5058,4862,8442300000,"- Machines, appareils et matériels (…) pour la préparation ou la fabrication
des clichés, planches, cylindres ou autres organes imprimants",5,1,,18,,,,,,"0,8","0,2","0,5"
5059,4863,8442400000,"- Parties des machines, appareils ou matériels du n°84.42",5,1,,18,,,,,,"0,8","0,2","0,5"
5060,4864,8442500000,"- Cliché, planche, cylindre et aut. organes imprimants; pierres
lithographiques, planche, plaque et cylindre préparé pour l'impression (...)",5,1,,18,,,,,,"0,8","0,2","0,5"
5061,4865,8443110000,"-- Machines et appareils à imprimer offset, alimentés en bobines",5,1,,18,,,,,,"0,8","0,2","0,5"
5062,4866,8443120000,"-- Machine et app. à imprimer offset de bureau, alimenté en feuil un côté
n?excède pas 22 cm et l?autr n?excède pas 36 cm, à l?état non plié",5,1,,18,,,,,,"0,8","0,2","0,5"
5063,4867,8443130000,"-- Autres machines et appareils à imprimer offset, du n° 84.43",5,1,,18,,,,,,"0,8","0,2","0,5"
5064,4868,8443140000,"-- Machines et appareils à imprimer, typographiques, alimentés en bobines,
à l'exclusion des machines et appareils flexographiques",5,1,,18,,,,,,"0,8","0,2","0,5"
5065,4869,8443150000,"-- Machines et appareils à imprimer, typographiques, aut. qu'?alimentés en
bobines, à l'exclusion des machines et appareils flexographiques",5,1,,18,,,,,,"0,8","0,2","0,5"
5066,4870,8443160000,"-- Machines et appareils à imprimer, flexographiques",5,1,,18,,,,,,"0,8","0,2","0,5"
5067,4871,8443170000,"-- Machines et appareils à imprimer, héliographiques",5,1,,18,,,,,,"0,8","0,2","0,5"
5068,4872,8443190000,"-- Autres machines et appareils servant à l'impression au moyen de
planches, cylindres et autres organes imprimants du n° 84.42",5,1,,18,,,,,,"0,8","0,2","0,5"
5069,4873,8443311000,"--- Machines assurant au moins deux des fonctions: impression, copie ou
trans. de télécopie, incorporant une fonct. copie, aptes...un réseau",20,1,,18,,,,,,"0,8","0,2","0,5"
5070,4874,8443319000,"--- Machines assurant les fonctions d'impression et de transmission de
télécopie, n'incorporant pas une fonction de copie, aptes … un réseau",5,1,,18,,,,,,"0,8","0,2","0,5"
5071,4875,8443321000,"--- Machines à copier, aptes à être connectées à une machine automatique
de traitement de l'information ou à un réseau",20,1,,18,,,,,,"0,8","0,2","0,5"
5072,4876,8443329000,"--- Autres imprimantes et machines à télécopier, aptes à être connectées à
une machine automatique de traitement de l'info. ou à un réseau",5,1,,18,,,,,,"0,8","0,2","0,5"
5073,4877,8443391000,"--- Machines à copier, autres que celles aptes à être connectées à une
machine automatique de traitement de l'information ou à un réseau",20,1,,18,,,,,,"0,8","0,2","0,5"
5074,4878,8443399000,"--- Autres imprimantes et machines à télécopier, sauf celles aptes à être
connectées à une machine auto. de trait. de l'info. ou à un réseau",5,1,,18,,,,,,"0,8","0,2","0,5"
5075,4879,8443910000,"-- Parties et accessoires de machines et appareils servant à l'?impression
au moyen de planche, cylindre et aut. organe imprimant du n°84.42",5,1,,18,,,,,,"0,8","0,2","0,5"
5076,4880,8443990000,"-- Parties et accessoires d'autres imprimantes, machines à copier et
machines à télécopier, même combinées entre elles",5,1,,18,,,,,,"0,8","0,2","0,5"
5077,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
5078,4881,8444000000,"Machines pour le filage (extrusion), l'étirage, la texturation ou le tranchage
des matières textiles synthétiques ou artificielles.",5,1,,18,,,,,,"0,8","0,2","0,5"
5079,4882,8445110000,-- Cardes,5,1,,18,,,,,,"0,8","0,2","0,5"
5080,4883,8445120000,-- Peigneuses,5,1,,18,,,,,,"0,8","0,2","0,5"
5081,4884,8445130000,-- Bancs à broches,5,1,,18,,,,,,"0,8","0,2","0,5"
5082,4885,8445190000,"-- Autres machines pour la préparation des matières textiles à l'exclusion
des (cardes, peigneuses, bancs à broches)",5,1,,18,,,,,,"0,8","0,2","0,5"
5083,4886,8445200000,- Machines pour la filature des matières textiles,5,1,,18,,,,,,"0,8","0,2","0,5"
5084,4887,8445300000,- Machines pour le doublage ou le retordage des matières textiles,5,1,,18,,,,,,"0,8","0,2","0,5"
5085,4888,8445400000,"- Machines à bobiner (y compris les canetières) ou à dévider les matières
textiles",5,1,,18,,,,,,"0,8","0,2","0,5"
5086,4889,8445900000,"- Autres machines et appareils pr la fabr. des fils textiles ou pr la prép. des
fils textiles pr utilis. sur machines des n°s 84.46 ou 84.47",5,1,,18,,,,,,"0,8","0,2","0,5"
5087,4890,8446100000,- Métiers à tisser pour tissus d'une largeur n'excédant pas  30 cm,5,1,,18,,,,,,"0,8","0,2","0,5"
5088,4891,8446210000,"-- Métiers à tisser pour tissus d'une largeur excédant 30 cm à navette, à
moteur",5,1,,18,,,,,,"0,8","0,2","0,5"
5089,4892,8446290000,"-- Métiers à tisser pour tissus d'une largeur excédant 30 cm à navette
autres qu'à moteur",5,1,,18,,,,,,"0,8","0,2","0,5"
5090,4893,8446300000,"- Métiers à tisser pour tissus d'une largeur excédant 30 cm, sans navettes",5,1,,18,,,,,,"0,8","0,2","0,5"
5091,4894,8447110000,"-- Métiers à bonneterie circulaire avec cylindre d'un diamètre n'excédant
pas 165 mm",5,1,,18,,,,,,"0,8","0,2","0,5"
5092,4895,8447120000,"-- Métiers à bonneterie circulaire avec cylindre d'un diamètre
excédant 165 mm",5,1,,18,,,,,,"0,8","0,2","0,5"
5093,4896,8447200000,- Métiers à bonneterie rectilignes; machines de couture-tricotage,5,1,,18,,,,,,"0,8","0,2","0,5"
5094,4897,8447900000,"- Autres machines et métiers à bonneterie, à guipure, à tulle, à dentelle, à
broderie, à passementerie, à tresse, à filet ou à touffeter",5,1,,18,,,,,,"0,8","0,2","0,5"
5095,4898,8448110000,"-- Ratières (...) et mécaniques Jacquard; réducteurs, perforatrices et
copieuses de cartons; machines à lacer les cartons après perforation",5,1,,18,,,,,,"0,8","0,2","0,5"
5096,4899,8448190000,"-- Autres machines et appareils auxiliaires pour les machines des n°s 84.44,
84.45, 84.46 ou 84.47",5,1,,18,,,,,,"0,8","0,2","0,5"
5097,4900,8448200000,"- Parties et accessoires des machines du n° 84.44 ou de leurs machines ou
appareils auxiliaires",5,1,,18,,,,,,"0,8","0,2","0,5"
5098,4901,8448310000,-- Garnitures de cardes,5,1,,18,,,,,,"0,8","0,2","0,5"
5099,4902,8448320000,"-- Parties et accessoires de machines pour la préparation des matières
textiles, autres que les garnitures de cardes",5,1,,18,,,,,,"0,8","0,2","0,5"
5100,4903,8448330000,"-- Broches et leurs ailettes, anneaux et curseurs",5,1,,18,,,,,,"0,8","0,2","0,5"
5101,4904,8448390000,"-- Autres parties et accessoires des machines du n° 84.45 ou de leurs
machines ou appareils auxiliaires",5,1,,18,,,,,,"0,8","0,2","0,5"
5102,4905,8448420000,"-- Peignes, lisses et cadres de lisses",5,1,,18,,,,,,"0,8","0,2","0,5"
5103,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
5104,4906,8448490000,"-- Parties et accessoires des métiers à tisser ou de leurs machines ou
appareils auxiliaires autres que peignes, lisses et cadres de lisses",5,1,,18,,,,,,"0,8","0,2","0,5"
5105,4907,8448510000,"-- Platines, aiguilles et autres articles participant à la formation des mailles",5,1,,18,,,,,,"0,8","0,2","0,5"
5106,4908,8448590000,"-- Partie des métiers, machine du n°84.47 ou de leur app. auxil. aut. que
platine, ...ou aut. article participant à la formation des mailles",5,1,,18,,,,,,"0,8","0,2","0,5"
5107,4909,8449000000,"Machine et appareil pr fabricat, finissage du feutre, des nontissés,en pièce,
en forme...pr fabricat chapeau en feutre; forme de chapellerie",5,1,,18,,,,,,"0,8","0,2","0,5"
5108,4910,8450110000,"-- Machines à laver le linge, même avec dispositif de séchage, d'une
capacité de linge sec n'excédant pas 10 kg, entièrement automatiques",20,1,,18,,,,,,"0,8","0,2","0,5"
5109,4911,8450120000,"-- Machines à laver le linge, même avec dispositif de séchage, capacité de
linge sec n'excède pas 10kg avec essoreuse centrifuge incorporée",20,1,,18,,,,,,"0,8","0,2","0,5"
5110,4912,8450190000,"-- Autres machines à laver le linge, même avec dispositif de séchage, d'une
capacité de linge sec n'excédant pas 10 kg, du n° 84.50",20,1,,18,,,,,,"0,8","0,2","0,5"
5111,4913,8450200000,"- Machines à laver le linge, même avec dispositif de séchage, d'une
capacité unitaire exprimée en poids de linge sec excédant 10 kg",5,1,,18,,,,,,"0,8","0,2","0,5"
5112,4914,8450900000,"- Parties de machines à laver le linge, même avec dispositif de séchage",5,1,,18,,,,,,"0,8","0,2","0,5"
5113,4915,8451100000,- Machines (autres que les machines du n° 84.50) pour le nettoyage à sec,5,1,,18,,,,,,"0,8","0,2","0,5"
5114,4916,8451210000,"-- Machines (autres que les machines du n° 84.50) à sécher d'une capacité
unitaire exprimée en poids de linge sec n'excédant pas 10 kg",20,1,,18,,,,,,"0,8","0,2","0,5"
5115,4917,8451290000,"-- Machines (autres que les machines du n° 84.50) à sécher le linge, sauf
celles d'une capacité en poids de linge sec n'excédant pas 10 kg",5,1,,18,,,,,,"0,8","0,2","0,5"
5116,4918,8451300000,"- Machines et presses à repasser (autres que les machines du n° 84.50), y
compris les presses à fixer",5,1,,18,,,,,,"0,8","0,2","0,5"
5117,4919,8451400000,"- Machines (autres que les machines du n° 84.50) pour le lavage, le
blanchiment ou la teinture",5,1,,18,,,,,,"0,8","0,2","0,5"
5118,4920,8451500000,"- Machines à enrouler, dérouler, plier, couper ou denteler les tissus",5,1,,18,,,,,,"0,8","0,2","0,5"
5119,4921,8451800000,"- Autres machines et appareils (autres que les machines du n° 84.50) pour
l'essorage, l'appret, le finissage, l'enduction ou…, du n° 84.51",5,1,,18,,,,,,"0,8","0,2","0,5"
5120,4922,8451900000,"- Parties de machines et appareils (autres que les machines du n° 84.50),
du n° 84.51",5,1,,18,,,,,,"0,8","0,2","0,5"
5121,4923,8452100000,"- Machines à coudre, autres que les machines à coudre les feuillets du n°
84.40, de type ménager",5,1,,18,,,,,,"0,8","0,2","0,5"
5122,4924,8452210000,-- Machines  coudre des types des unités automatiques,5,1,,18,,,,,,"0,8","0,2","0,5"
5123,4925,8452290000,"-- Autres machines à coudre, autres que les machines à coudre les feuillets
du n° 84.40 et du n° 84.52",5,1,,18,,,,,,"0,8","0,2","0,5"
5124,4926,8452300000,- Aiguilles pour machines à coudre,5,1,,18,,,,,,"0,8","0,2","0,5"
5125,4927,8452900000,"- Meubles, embases et couvercles pour machines à coudre et leurs parties;
autres parties de machines à coudre",5,1,,18,,,,,,"0,8","0,2","0,5"
5126,4928,8453100000,"- Machines et appareils pour la préparation, le tannage ou le travail des
cuirs ou peaux, autres que les machines à coudre",5,1,,18,,,,,,"0,8","0,2","0,5"
5127,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
5128,4929,8453200000,"- Machines et appareils pour la fabrication ou la réparation des chaussures,
autres que les machines à coudre",5,1,,18,,,,,,"0,8","0,2","0,5"
5129,4930,8453800000,"- Autres machines et appareils pour la fabrication ou la réparation d'autres
ouvrages en cuir ou en peaux, autres que les machines à coudre",5,1,,18,,,,,,"0,8","0,2","0,5"
5130,4931,8453900000,- Parties de machines et appareils du n° 84.53,5,1,,18,,,,,,"0,8","0,2","0,5"
5131,4932,8454100000,- Convertisseurs,5,1,,18,,,,,,"0,8","0,2","0,5"
5132,4933,8454200000,- Lingotières et poches de coulée,5,1,,18,,,,,,"0,8","0,2","0,5"
5133,4934,8454300000,"- Machines à couler (mouler) pour métallurgie, aciérie ou fonderie",5,1,,18,,,,,,"0,8","0,2","0,5"
5134,4935,8454900000,- Parties de machines et appareils du n° 84.54,5,1,,18,,,,,,"0,8","0,2","0,5"
5135,4936,8455100000,- Laminoirs à tubes,5,1,,18,,,,,,"0,8","0,2","0,5"
5136,4937,8455210000,"-- Laminoirs (autres qu'à tubes) à chaud et laminoirs combinés à chaud et à
froid",5,1,,18,,,,,,"0,8","0,2","0,5"
5137,4938,8455220000,-- Laminoirs (autres qu'à tubes) à froid,5,1,,18,,,,,,"0,8","0,2","0,5"
5138,4939,8455300000,- Cylindres de laminoirs,5,1,,18,,,,,,"0,8","0,2","0,5"
5139,4940,8455900000,"- Parties de laminoirs à métaux, autres que les cylindres",5,1,,18,,,,,,"0,8","0,2","0,5"
5140,4941,8456110000,"-- Machines-outils travaillant par enlèvement de toute matière et opérant par
laser",5,1,,18,,,,,,"0,8","0,2","0,5"
5141,4942,8456120000,"-- Machines-outils travaillant par enlèvement de toute matière et opérant par
faisceau (autres que laser) de lumière ou de photons",5,1,,18,,,,,,"0,8","0,2","0,5"
5142,4943,8456200000,"- Machines-outils travaillant par enlèvement de toute matière  et opérant par
ultra-sons",5,1,,18,,,,,,"0,8","0,2","0,5"
5143,4944,8456300000,"- Machines-outils travaillant par enlèvement de toute matière et opérant par
électro-érosion",5,1,,18,,,,,,"0,8","0,2","0,5"
5144,4945,8456400000,"-- Machines-outils travaillant par enlèvement de toute matière et opérant par
jet de plasma",5,1,,18,,,,,,"0,8","0,2","0,5"
5145,4946,8456500000,- Machines à découper par jet d'eau,5,1,,18,,,,,,"0,8","0,2","0,5"
5146,4947,8456900000,"- Machines-outils travaillant par enlèvement de toute matière et opérant par
procd électrochimiq.     plasma; mach. à découper par jet d'eau",5,1,,18,,,,,,"0,8","0,2","0,5"
5147,4948,8457100000,- Centres d'usinage pour le travail des métaux,5,1,,18,,,,,,"0,8","0,2","0,5"
5148,4949,8457200000,- Machines à poste fixe pour le travail des métaux,5,1,,18,,,,,,"0,8","0,2","0,5"
5149,4950,8457300000,- Machines à stations multiples pour le travail des métaux,5,1,,18,,,,,,"0,8","0,2","0,5"
5150,4951,8458110000,"-- Tours (y compris les centres de tournage) horizontaux à commande
numérique, travaillant par enlèvement de métal",5,1,,18,,,,,,"0,8","0,2","0,5"
5151,4952,8458190000,"-- Tours (y compris les centres de tournage) horizontaux autres qu'à
commande numérique, travaillant par enlèvement de métal",5,1,,18,,,,,,"0,8","0,2","0,5"
5152,4953,8458910000,"-- Tours (y compris les centres de tournage), autres qu'horizontaux, à
commande numérique, travaillant par enlèvement de métal",5,1,,18,,,,,,"0,8","0,2","0,5"
5153,4954,8458990000,"-- Tours (y compris les centres de tournage), autres qu'horizontaux ou à
commande numérique, travaillant par enlèvement de métal",5,1,,18,,,,,,"0,8","0,2","0,5"
5154,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
5155,4955,8459100000,"- Unités d'usinage à glissières à percer, aléser, fraiser ... les métaux par
enlèvement de matière, autres que les tours (... ) du n° 84.58",5,1,,18,,,,,,"0,8","0,2","0,5"
5156,4956,8459210000,"-- Machines à percer à commande numérique, autres que les tours (y
compris les centres de tournage) du n° 84.58",5,1,,18,,,,,,"0,8","0,2","0,5"
5157,4957,8459290000,"-- Machines à percer à l'exclusion de celles à commande numérique, autres
que les tours (y compris les centres de tournage) du n° 84.58",5,1,,18,,,,,,"0,8","0,2","0,5"
5158,4958,8459310000,"-- Aléseuses-fraiseuses à commande numérique, autres que les tours (y
compris les centres de tournage) du n° 84.58",5,1,,18,,,,,,"0,8","0,2","0,5"
5159,4959,8459390000,"-- Aléseuses-fraiseuses à l'exclusion de celles à commande numérique,
autres que les tours (y compris les centres de tournage) du n° 84.58",5,1,,18,,,,,,"0,8","0,2","0,5"
5160,4960,8459410000,"-- Machines à aléser, à commande numérique, autres que celles des
N°8459.10 et 8459.31",5,1,,18,,,,,,"0,8","0,2","0,5"
5161,4961,8459490000,"-- Machines à aléser, sans commande numérique, autres que celles des
N°8459.10 et 8459.39",5,1,,18,,,,,,"0,8","0,2","0,5"
5162,4962,8459510000,"-- Machines à fraiser  les métaux par enlèvement de matière, à consoles à
commande numérique, autres que les tours (...) du n° 84.58",5,1,,18,,,,,,"0,8","0,2","0,5"
5163,4963,8459590000,"-- Machines à fraiser les métaux par enlèvement de mat., à consoles, sauf
celles à commande numériq., autr. que les tours (...) du n° 84.58",5,1,,18,,,,,,"0,8","0,2","0,5"
5164,4964,8459610000,"-- Machines à fraiser les métaux par enlèvement de matière, à commande
numérique, autres que les tours (y compris les centres...) du n°84.58",5,1,,18,,,,,,"0,8","0,2","0,5"
5165,4965,8459690000,"-- Machines à fraiser les métaux par enlèvement de matière,  sauf celles à
commande numériq., autres que les tours (….) du n°84.58",5,1,,18,,,,,,"0,8","0,2","0,5"
5166,4966,8459700000,"- Machines à fileter ou à tarauder les métaux par enlèvement de matière,
autres que les tours (y compris les centres de tournage) du n°84.58",5,1,,18,,,,,,"0,8","0,2","0,5"
5167,4967,8460120000,"-- Machines à rectifier les surfaces planes, à commande numérique,
travaillant des métaux …, autres que celles du N° 84.61",5,1,,18,,,,,,"0,8","0,2","0,5"
5168,4968,8460190000,"-- Machines à rectifier les surfaces planes, autres qu' à commande
numérique, travaillant des métaux …, autres que celles du N° 84.61",5,1,,18,,,,,,"0,8","0,2","0,5"
5169,4969,8460220000,"-- Machines à rectifier sans centre, à commande numerique, travaillant des
métaux …, autres que celles du N° 84.61",5,1,,18,,,,,,"0,8","0,2","0,5"
5170,4970,8460230000,"-- Autres machines à rectifier les surfaces cylindriques, à commande
numérique, travaillant des métaux …, autres que celles du N° 84.61",5,1,,18,,,,,,"0,8","0,2","0,5"
5171,4971,8460240000,"-- Autres machines à rectifier du N°84.60, à commande numérique",5,1,,18,,,,,,"0,8","0,2","0,5"
5172,4972,8460290000,"--  Autres machines à rectifier du N°84.60, autres qu'à commande
numérique",5,1,,18,,,,,,"0,8","0,2","0,5"
5173,4973,8460310000,"-- Machines à affûter à commande numérique ... ,autres que les machines à
tailler ou à finir les engrenages du n° 84.61",5,1,,18,,,,,,"0,8","0,2","0,5"
5174,4974,8460390000,"-- Machines à affûter sauf celles à commande numérique …,autres que les
machines à tailler ou à finir les engrenages du n° 84.61",5,1,,18,,,,,,"0,8","0,2","0,5"
5175,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
5176,4975,8460400000,"- Machines à glacer ou à roder... ,autres que les machines à tailler ou à finir
les engrenages du n° 84.61",5,1,,18,,,,,,"0,8","0,2","0,5"
5177,4976,8460900000,"- Machines à ébarber, meuler,polir, ou à faire  d'autres opérations de
finissage …,autres que les machines à tailler ... du n° 84.61",5,1,,18,,,,,,"0,8","0,2","0,5"
5178,4977,8461200000,- Etaux-limeurs et machines à mortaiser,5,1,,18,,,,,,"0,8","0,2","0,5"
5179,4978,8461300000,- Machines à brocher,5,1,,18,,,,,,"0,8","0,2","0,5"
5180,4979,8461400000,- Machines à tailler ou à finir les engrenages,5,1,,18,,,,,,"0,8","0,2","0,5"
5181,4980,8461500000,- Machines à scier ou à tronçonner,5,1,,18,,,,,,"0,8","0,2","0,5"
5182,4981,8461900000,"- Machine à raboter et autres machines-outils travaillant par enlèvement de
métal ou de cermet non dénommés ni comprises ailleurs",5,1,,18,,,,,,"0,8","0,2","0,5"
5183,4982,8462100000,"- Machines (y compris les presses) à forger ou à estamper, moutons,
marteaux-pilons et martinets pour le travail des métaux",5,1,,18,,,,,,"0,8","0,2","0,5"
5184,4983,8462210000,"-- Machines (y compris les presses) à rouler, cintrer, plier, dresser ou planer
les métaux, à commande numérique",5,1,,18,,,,,,"0,8","0,2","0,5"
5185,4984,8462290000,"-- Machines (y compris les presses) à rouler, cintrer, plier, dresser ou planer
les métaux, autres qu'à commande numérique",5,1,,18,,,,,,"0,8","0,2","0,5"
5186,4985,8462310000,"-- Machines (y cpris les presses) à cisailler les métaux, autr. que les
machines combinées à poinçonner et à cisailler, à commande numérique",5,1,,18,,,,,,"0,8","0,2","0,5"
5187,4986,8462390000,"-- Machines (...) à cisailler les métaux, autres que les machines combinées
à poinçonner et à cisailler, autres qu'à commande numérique",5,1,,18,,,,,,"0,8","0,2","0,5"
5188,4987,8462410000,"-- Machine (y compris les presses) à poinçonner ou à gruger, y compris les
machines combinées à poinçonner et à cisailler à commande numériq",5,1,,18,,,,,,"0,8","0,2","0,5"
5189,4988,8462490000,"-- Machines (...) à poinçonner ou à gruger, y compris les machines
combinées à poinçonner et à cisailler, autres qu'à commande numérique",5,1,,18,,,,,,"0,8","0,2","0,5"
5190,4989,8462910000,-- Presses hydrauliques,5,1,,18,,,,,,"0,8","0,2","0,5"
5191,4990,8462990000,"-- Autres presses pour le travail des métaux ou des carbures métalliques du
n° 84.62",5,1,,18,,,,,,"0,8","0,2","0,5"
5192,4991,8463100000,"- Bancs à étirer les barres, tubes, profilés, fils ou similaires, travaillant sans
enlèvement de matière",5,1,,18,,,,,,"0,8","0,2","0,5"
5193,4992,8463200000,"- Machines pour exécuter un filetage extérieur ou intérieur par roulage ou
laminage, travaillant sans enlèvement de matière",5,1,,18,,,,,,"0,8","0,2","0,5"
5194,4993,8463300000,"- Machines pour le travail des métaux sous forme de fil, travaillant sans
enlèvement de matière",5,1,,18,,,,,,"0,8","0,2","0,5"
5195,4994,8463900000,"- Autres machines-outils pour le travail des méteaux ou des cermets,
travaillant sans enlèvement de matières du n° 84.63",5,1,,18,,,,,,"0,8","0,2","0,5"
5196,4995,8464100000,"- Machines à scier les pierre, produits céramiq., béton,  amiante-ciment,
matières minérales similaires ou pr le travail à   froid du verre",5,1,,18,,,,,,"0,8","0,2","0,5"
5197,4996,8464200000,"- Machines à meuler ou à polir les pierre, produits céramiq., béton, amiante-
ciment, mat. minérales simil. ou pr le travail à froid du verre",5,1,,18,,,,,,"0,8","0,2","0,5"
5198,4997,8464900000,- Autres machines-outils du n° 84.64,5,1,,18,,,,,,"0,8","0,2","0,5"
5199,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
5200,4998,8465100000,"- Machines pouvant effectuer différents types d'opérations d'usinage, sans
changement d'outils entre ces opérations",5,1,,18,,,,,,"0,8","0,2","0,5"
5201,4999,8465200000,- Centres d'usinage,5,1,,18,,,,,,"0,8","0,2","0,5"
5202,5000,8465910000,"-- Machines à scier le bois, le liège, l'os, le caoutchouc durci, les matières
plastiques dures ou matières dures similaires",5,1,,18,,,,,,"0,8","0,2","0,5"
5203,5001,8465920000,"-- Machines à dégauchir, raboter, fraiser ou à moulurer les bois, liège, os,
caoutchouc durci, mat. plastiq. dures ou mat. dures similaires",5,1,,18,,,,,,"0,8","0,2","0,5"
5204,5002,8465930000,"-- Machines à meuler, à poncer ou à polir les bois, liège, os, caoutchouc
durci, matières plastiques dures ou matières dures similaires",5,1,,18,,,,,,"0,8","0,2","0,5"
5205,5003,8465940000,"-- Machines à cintrer ou à assembler le bois, le liège, l'os, le caoutchouc
durci, les matières plastiq. dures ou matières dures similaires",5,1,,18,,,,,,"0,8","0,2","0,5"
5206,5004,8465950000,"-- Machines à percer ou à mortaiser le bois, le liège, l'os, le caoutchouc
durci, les matières plastiques dures ou matières dures similaires",5,1,,18,,,,,,"0,8","0,2","0,5"
5207,5005,8465960000,"-- Machines à fendre, à trancher ou à dérouler les bois, liège, os,
caoutchouc durci, matières plastiques dures ou matières dures similaires",5,1,,18,,,,,,"0,8","0,2","0,5"
